;// 무기  , 아이템,ID의, 수정 ,,, 추가, 삭제, 발생시, 클라이언트,팀에,알려,주세요,적용안,할경우,,크래쉬,To ,클라이언트팀,CSWeaponID ,,,, 정의 코드의, 주석 참고 해, 작업해 주세요.
40022,#CSO2_ITEM_NAME_step_love,#CSO2_ITEM_DESC_step_love,cso2_step_love,default,item,class,effect,9,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
40023,#CSO2_ITEM_NAME_step_bluephoenix,#CSO2_ITEM_DESC_step_bluephoenix,cso2_step_bluephoenix,default,item,class,effect,9,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
40024,#CSO2_ITEM_NAME_step_crow,#CSO2_ITEM_DESC_step_crow,cso2_step_crow,default,item,class,effect,9,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
40025,#CSO2_ITEM_NAME_step_gamania,#CSO2_ITEM_DESC_step_gamania,cso2_step_gamania,default,item,class,effect,9,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
42001,#CSO2_ITEM_NAME_gr_c_logo_01,#CSO2_ITEM_DESC_gr_c_logo_01,gr_c_logo_01,default,spray,class,spray,11,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
42002,#CSO2_ITEM_NAME_gr_c_ctu_01,#CSO2_ITEM_DESC_gr_c_ctu_01,gr_c_ctu_01,default,spray,class,spray,11,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
42003,#CSO2_ITEM_NAME_gr_c_gg_01,#CSO2_ITEM_DESC_gr_c_gg_01,gr_c_gg_01,default,spray,class,spray,11,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
42004,#CSO2_ITEM_NAME_gr_c_anger_01,#CSO2_ITEM_DESC_gr_c_anger_01,gr_c_anger_01,default,spray,class,spray,11,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
42005,#CSO2_ITEM_NAME_gr_c_joy_01,#CSO2_ITEM_DESC_gr_c_joy_01,gr_c_joy_01,default,spray,class,spray,11,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
42006,#CSO2_ITEM_NAME_gr_c_sad_01,#CSO2_ITEM_DESC_gr_c_sad_01,gr_c_sad_01,default,spray,class,spray,11,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
42007,#CSO2_ITEM_NAME_gr_c_yok_01,#CSO2_ITEM_DESC_gr_c_yok_01,gr_c_yok_01,default,spray,class,spray,11,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
42008,#CSO2_ITEM_NAME_gr_s_athena_01,#CSO2_ITEM_DESC_gr_s_athena_01,gr_s_athena_01,default,spray,class,spray,11,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
42009,#CSO2_ITEM_NAME_gr_s_miu_01,#CSO2_ITEM_DESC_gr_s_miu_01,gr_s_miu_01,default,spray,class,spray,11,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
42010,#CSO2_ITEM_NAME_gr_s_tammy_01,#CSO2_ITEM_DESC_gr_s_tammy_01,gr_s_tammy_01,default,spray,class,spray,11,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
42011,#CSO2_ITEM_NAME_gr_c_KOR31_01,#CSO2_ITEM_DESC_gr_c_KOR31_01,gr_c_KOR31_01,default,spray,class,spray,11,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
42012,#CSO2_ITEM_NAME_gr_a_mbhleet01,#CSO2_ITEM_DESC_gr_a_mbhleet01,gr_a_mbhleet01,default,spray,class,spray,11,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
42013,#CSO2_ITEM_NAME_gr_a_mbhmila01,#CSO2_ITEM_DESC_gr_a_mbhmila01,gr_a_mbhmila01,default,spray,class,spray,11,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
42014,#CSO2_ITEM_NAME_gr_c_halloween_01,#CSO2_ITEM_DESC_gr_c_halloween_01,gr_c_halloween_01,default,spray,class,spray,11,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
42015,#CSO2_ITEM_NAME_gr_c_halloween_02,#CSO2_ITEM_DESC_gr_c_halloween_02,gr_c_halloween_02,default,spray,class,spray,11,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
42016,#CSO2_ITEM_NAME_gr_c_halloween_03,#CSO2_ITEM_DESC_gr_c_halloween_03,gr_c_halloween_03,default,spray,class,spray,11,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
42017,#CSO2_ITEM_NAME_gr_c_xmas_01,#CSO2_ITEM_DESC_gr_c_xmas_01,gr_c_xmas_01,default,spray,class,spray,11,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
42018,#CSO2_ITEM_NAME_gr_c_xmas_02,#CSO2_ITEM_DESC_gr_c_xmas_02,gr_c_xmas_02,default,spray,class,spray,11,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
42019,#CSO2_ITEM_NAME_gr_c_xmas_03,#CSO2_ITEM_DESC_gr_c_xmas_03,gr_c_xmas_03,default,spray,class,spray,11,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
42020,#CSO2_ITEM_NAME_gr_c_englishman,#CSO2_ITEM_DESC_gr_c_englishman,gr_c_englishman,default,spray,class,spray,11,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
49001,#CSO2_ITEM_NAME_hide_securityguard,#CSO2_ITEM_DESC_hide_securityguard,propaction01,default,prop,actionprop,prop,-1,0,7|40|41|50,0,3,0,5,20,0,0,none,none,0,0,,(1001;),,0
49002,#CSO2_ITEM_NAME_hide_horse,#CSO2_ITEM_DESC_hide_horse,propaction01,default,prop,actionprop,prop,-1,0,7|40|41|50,0,3,0,5,20,0,0,none,none,0,0,,(1002;),,0
49003,#CSO2_ITEM_NAME_hide_phone,#CSO2_ITEM_DESC_hide_phone,propaction01,default,prop,actionprop,prop,-1,0,7|40|41|50,0,3,0,5,20,0,0,none,none,0,0,,(1003;),,0
49004,#CSO2_ITEM_NAME_hide_italytree,#CSO2_ITEM_DESC_hide_italytree,propaction01,default,prop,actionprop,prop,-1,0,7|40|41|50,0,3,0,5,20,0,0,none,none,0,0,,(1004;),,0
49005,#CSO2_ITEM_NAME_hide_vending_turtle,#CSO2_ITEM_DESC_hide_vending_turtle,propaction01,default,prop,actionprop,prop,-1,0,7|40|41|50,0,3,0,5,20,0,0,none,none,0,0,,(1005;),,0
49006,#CSO2_ITEM_NAME_hide_fire_extinguisher,#CSO2_ITEM_DESC_hide_fire_extinguisher,propaction01,default,prop,actionprop,prop,-1,0,7|40|41|50,0,3,0,5,20,0,0,none,none,0,0,,(1006;),,0
49007,#CSO2_ITEM_NAME_hide_toilet,#CSO2_ITEM_DESC_hide_toilet,propaction01,default,prop,actionprop,prop,-1,0,7|40|41|50,0,3,0,5,20,0,0,none,none,0,0,,(1007;),,0
49008,#CSO2_ITEM_NAME_hide_file_cabinet_01,#CSO2_ITEM_DESC_hide_file_cabinet_01,propaction01,default,prop,actionprop,prop,-1,0,7|40|41|50,0,3,0,5,20,0,0,none,none,0,0,,(1008;),,0
49009,#CSO2_ITEM_NAME_hide_oildrum001,#CSO2_ITEM_DESC_hide_oildrum001,propaction01,default,prop,actionprop,prop,-1,0,7|40|41|50,0,3,0,5,20,0,0,none,none,0,0,,(1009;),,0
49010,#CSO2_ITEM_NAME_hide_vending_machine,#CSO2_ITEM_DESC_hide_vending_machine,propaction01,default,prop,actionprop,prop,-1,0,7|40|41|50,0,3,0,5,20,0,0,none,none,0,0,,(1010;),,0
49999,#CSO2_ITEM_NAME_hide_chicken,#CSO2_ITEM_DESC_hide_chicken,propaction01,default,prop,actionprop,prop,-1,0,7|40|41|50,0,3,0,5,20,0,0,none,none,0,0,,(4;),,0
50001,#CSO2_ITEM_NAME_random_box_01,#CSO2_ITEM_DESC_random_box01,random_box_01,default,randombox,item,item,-1,0,0,0,2,1,5,0,0,0,none,none,0,0,,,,0
50002,#CSO2_ITEM_NAME_random_box_02,#CSO2_ITEM_DESC_random_box02,random_box_02,default,randombox,item,item,-1,0,0,0,2,1,5,0,0,0,"20,100;0",none,0,0,,,,0
50003,#CSO2_ITEM_NAME_random_box_03,#CSO2_ITEM_DESC_random_box03,random_box_03,default,randombox,item,item,-1,0,0,0,2,1,5,0,0,0,none,none,0,0,,,,0
50004,#CSO2_ITEM_NAME_random_box_04,#CSO2_ITEM_DESC_random_box04,random_box_04,default,randombox,item,item,-1,0,0,0,2,1,5,0,0,0,none,none,0,0,,,,0
50005,#CSO2_ITEM_NAME_random_key_box_01,#CSO2_ITEM_DESC_random_key_box01,random_key_box_01,default,randombox,item,item,-1,0,0,0,2,1,5,0,0,0,"100,150;0",none,0,0,,,,0
50006,#CSO2_ITEM_NAME_random_box_04_event,#CSO2_ITEM_DESC_random_box04_event,random_box_04_event,default,randombox,item,item,-1,0,0,0,2,1,5,0,0,0,none,none,0,0,,,,0
50007,#CSO2_ITEM_NAME_random_box_05_amethyst,#CSO2_ITEM_DESC_random_box_05_amethyst,amethystbox,default,randombox,item,item,-1,0,0,0,2,1,5,0,0,0,"20,100;0",none,0,0,,,,0
50008,#CSO2_ITEM_NAME_random_box_04_shine,#CSO2_ITEM_DESC_random_box04_shine,random_box_04_shine,default,randombox,item,item,-1,0,0,0,2,1,5,0,0,0,none,none,0,0,,,,0
50009,#CSO2_ITEM_NAME_random_box_05_mission,#CSO2_ITEM_DESC_random_box_05_mission,random_box_05_mission,default,randombox,item,item,-1,0,0,0,2,1,5,0,0,0,none,none,0,0,,,,0
50010,#CSO2_ITEM_NAME_random_box_06_vip,#CSO2_ITEM_DESC_random_box_06_vip,random_box_06_vip ,default,randombox,item,item,-1,0,0,0,2,1,5,0,0,0,none,none,0,0,,,,0
50011,#CSO2_ITEM_NAME_random_box_07_xmas,#CSO2_ITEM_DESC_random_box_07_xmas,random_box_07_xmas,default,randombox,item,item,-1,0,0,0,2,1,5,0,0,0,"100,100;0",none,0,0,,,,0
50013,#CSO2_ITEM_NAME_random_box_08_weekend,#CSO2_ITEM_DESC_random_box_08_weekend,random_box_08_weekend,default,randombox,item,item,-1,0,0,0,2,1,5,0,0,0,none,none,0,0,,,,0
50014,#CSO2_ITEM_NAME_random_box_tammy,#CSO2_ITEM_DESC_random_box_tammy,random_box_tammy,default,randombox,item,item,-1,0,0,0,2,1,5,0,0,0,none,none,0,0,,,,0
50015,#CSO2_ITEM_NAME_random_box_ak47flash,#CSO2_ITEM_DESC_random_box_ak47flash,random_box_ak47flash,default,randombox,item,item,-1,0,0,0,2,1,5,0,0,0,"20,100;0",none,0,0,,,,0
50016,#CSO2_ITEM_NAME_random_box_m4a1flash,#CSO2_ITEM_DESC_random_box_m4a1flash,random_box_m4a1flash,default,randombox,item,item,-1,0,0,0,2,1,5,0,0,0,"20,100;0",none,0,0,,,,0
50017,#CSO2_ITEM_NAME_random_box_new_weapon,#CSO2_ITEM_DESC_random_box_new_weapon,random_box_new_weapon,default,randombox,item,item,-1,0,0,0,2,1,5,0,0,0,none,none,0,0,,,,0
50018,#CSO2_ITEM_NAME_random_box_09_amethyst2,#CSO2_ITEM_DESC_random_box_09_amethyst2,random_box_09_amethyst2,default,randombox,item,item,-1,0,0,0,2,1,5,0,0,0,"100,100;0",none,0,0,,,,0
50019,#CSO2_ITEM_NAME_random_box_09_hide,#CSO2_ITEM_DESC_random_box_09_hide,random_box_09_hide,default,randombox,item,item,-1,0,0,0,2,1,5,0,0,0,"20,100;0",none,0,0,,,,0
50020,#CSO2_ITEM_NAME_random_box_11_phoenix,#CSO2_ITEM_DESC_random_box_11_phoenix,random_box_11_phoenix,default,randombox,item,item,-1,0,0,0,2,1,5,0,0,0,none,none,0,0,,,,0
50021,#CSO2_ITEM_NAME_random_box_10_Zongzi,#CSO2_ITEM_DESC_random_box_10_Zongzi,random_box_10_Zongzi,default,randombox,item,item,-1,0,0,0,2,1,5,0,0,0,none,none,0,0,,,,0
50022,#CSO2_ITEM_NAME_random_box_12_event,#CSO2_ITEM_DESC_random_box_12_event,random_box_12_event,default,randombox,item,item,-1,0,0,0,2,1,5,0,0,0,none,none,0,0,,,,0
50023,#CSO2_ITEM_NAME_random_box_13_ice,#CSO2_ITEM_DESC_random_box_13_ice,random_box_13_ice,default,randombox,item,item,-1,0,0,0,2,1,5,0,0,0,"100,100;0",none,0,0,,,,0
50024,#CSO2_ITEM_NAME_random_box_15_cobalt,#CSO2_ITEM_DESC_random_box_15_cobalt,random_box_15_cobalt,default,randombox,item,item,-1,0,0,0,2,1,5,0,0,0,"100,100;0",none,0,0,,,,0
50025,#CSO2_ITEM_NAME_luckybag,#CSO2_ITEM_DESC_luckybag,luckybag,default,luckybag,item,item,-1,0,0,0,2,1,5,0,0,0,LUCKYBAG_REWARD(4304),none,0,0,,,,0
50026,#CSO2_ITEM_NAME_random_box_16_gauss,#CSO2_ITEM_DESC_random_box_16_gauss,random_box_16_gauss,default,randombox,item,item,-1,0,0,0,2,1,5,0,0,0,"100,100;0",none,0,0,,,,0
50027,#CSO2_ITEM_NAME_random_box_new_user_event,#CSO2_ITEM_DESC_random_box02,random_box_02,default,randombox,item,item,-1,0,0,0,2,1,5,0,0,0,"20,100;0",none,0,0,,,,0
50028,#CSO2_ITEM_NAME_random_key_box_01_S,#CSO2_ITEM_DESC_random_key_box01_S,random_key_box_01_sgrade,default,randombox,item,item,-1,0,0,0,2,1,5,0,0,0,"100,150;0",none,0,0,,,,0
50029,#CSO2_ITEM_NAME_random_box_17_xmas2016,#CSO2_ITEM_DESC_random_box_17_xmas2016,random_box_17_xmas2016,default,randombox,item,item,-1,0,0,0,2,1,5,0,0,0,"100,100;0",none,0,0,,,,0
50030,#CSO2_ITEM_NAME_random_box_17_xmas2016_sgrade,#CSO2_ITEM_DESC_random_box_17_xmas2016_sgrade,random_box_17_xmas2016_sgrade,default,randombox,item,item,-1,0,0,0,2,1,5,0,0,0,"100,150;0",none,0,0,,,,0
50031,#CSO2_ITEM_NAME_random_box_18_pcbang,#CSO2_ITEM_DESC_random_box_18_pcbang,random_box_18_pcbang,default,randombox,item,item,-1,0,0,0,2,1,5,0,0,0,"100,150;0",none,0,0,,,,0
50032,#CSO2_ITEM_NAME_luckybag02,#CSO2_ITEM_DESC_luckybag02,luckybag02,default,luckybag,item,item,-1,0,0,0,2,1,5,0,0,0,LUCKYBAG_REWARD(4315),none,0,0,,,,0
50033,#CSO2_ITEM_NAME_random_box_18,#CSO2_ITEM_DESC_random_box_18,random_box_18,default,randombox,item,item,-1,0,0,0,2,1,5,0,0,0,"100,100;0",none,0,0,,,,0
50034,#CSO2_ITEM_NAME_random_box_special,#CSO2_ITEM_DESC_random_box_special,random_box_special,default,randombox,item,item,-1,0,0,0,2,1,5,0,0,0,"100,100;0",none,0,0,,,,0
50035,#CSO2_ITEM_NAME_luckybag03,#CSO2_ITEM_DESC_luckybag03,luckybag03,default,luckybag,item,item,-1,0,0,0,2,1,5,0,0,0,LUCKYBAG_REWARD(4326),none,0,0,,,,0
50036,#CSO2_ITEM_NAME_random_box_19_ice2,#CSO2_ITEM_DESC_random_box_19_ice2,random_box_19_ice2,default,randombox,item,item,-1,0,0,0,2,1,5,0,0,0,"100,100;0",none,0,0,,,,0
50037,#CSO2_ITEM_NAME_luckybag04,#CSO2_ITEM_DESC_luckybag04,luckybag04,default,luckybag,item,item,-1,0,0,0,2,1,5,0,0,0,LUCKYBAG_REWARD(4337),none,0,0,,,,0
50038,#CSO2_ITEM_NAME_random_box_halloween,#CSO2_ITEM_DESC_random_box_halloween,random_box_halloween,default,randombox,item,item,-1,0,0,0,2,1,5,0,0,0,"100,100;0",none,0,0,,,,0
50039,#CSO2_ITEM_NAME_random_box_20,#CSO2_ITEM_DESC_random_box_20,random_box_20,default,randombox,item,item,-1,0,0,0,2,1,5,0,0,0,"100,100;0",none,0,0,,,,0
50040,#CSO2_ITEM_NAME_random_box_21,#CSO2_ITEM_DESC_random_box_21,random_box_21,default,randombox,item,item,-1,0,0,0,2,1,5,0,0,0,"100,100;0",none,0,0,,,,0
50041,#CSO2_ITEM_NAME_random_box_22_xmas2017,#CSO2_ITEM_DESC_random_box_22_xmas2017,random_box_22_xmas2017,default,randombox,item,item,-1,0,0,0,2,1,5,0,0,0,"100,100;0",none,0,0,,,,0
51000,#CSO2_ITEM_NAME_random_key_box_02,#CSO2_ITEM_DESC_random_key_box02,random_key_box_02,default,randombox,item,item,-1,0,0,0,2,1,5,0,0,0,"1,10;55001",none,0,0,,,,0
51001,#CSO2_ITEM_NAME_random_key_box_03_amethyst,#CSO2_ITEM_DESC_random_key_box03_amethyst,random_key_box_03,default,randombox,item,item,-1,0,0,0,2,1,5,0,0,0,"1,10;55002",none,0,0,,,,0
51002,#CSO2_ITEM_NAME_random_key_box_04_xmas,#CSO2_ITEM_DESC_random_key_box04_xmas,random_key_box_04_xmas,default,randombox,item,item,-1,0,0,0,2,1,5,0,0,0,"1,10;55001",none,0,0,,,,0
52001,#CSO2_ITEM_NAME_random_box_tw_obt,#CSO2_ITEM_DESC_random_box_tw_obt,random_box_tw_obt,default,randombox,item,item,-1,0,0,0,2,1,5,0,0,0,"20,100;0",none,0,0,,,,0
52002,#CSO2_ITEM_NAME_random_box_03_lv3,#CSO2_ITEM_DESC_random_box03,random_box_03,default,randombox,item,item,-1,0,0,0,2,1,5,0,0,0,"20,100;0",none,0,0,,,,0
55001,#CSO2_ITEM_NAME_random_key_01,#CSO2_ITEM_DESC_random_key01,random_key_01,default,randomboxkey,item,item,-1,0,0,0,3,1,5,0,0,0,none,none,0,0,,,,0
55002,#CSO2_ITEM_NAME_random_key_02_amethyst,#CSO2_ITEM_DESC_random_key02_amethyst,random_key_02,default,randomboxkey,item,item,-1,0,0,0,3,1,5,0,0,0,none,none,0,0,,,,0
55003,#CSO2_ITEM_NAME_random_key_03_xmas,#CSO2_ITEM_DESC_random_key03_xmas,random_key_03_xmas,default,randomboxkey,item,item,-1,0,0,0,3,1,5,0,0,0,none,none,0,0,,,,0
55004,#CSO2_ITEM_NAME_random_key_04_amethyst2,#CSO2_ITEM_DESC_random_key04_amethyst2,random_key04_amethyst2,default,randomboxkey,item,item,-1,0,0,0,3,1,5,0,0,0,none,none,0,0,,,,0
55005,#CSO2_ITEM_NAME_random_key_04_watermelon,#CSO2_ITEM_DESC_random_key_04_watermelon,random_key_04_watermelon,default,randomboxkey,item,item,-1,0,0,0,3,1,5,0,0,0,none,none,0,0,,,,0
55006,#CSO2_ITEM_NAME_random_key_15_cobalt,#CSO2_ITEM_DESC_random_key_15_cobalt,random_key_15_cobalt,default,randomboxkey,item,item,-1,0,0,0,2,1,5,0,0,0,none,none,0,0,,,,0
55007,#CSO2_ITEM_NAME_random_key_16_gauss,#CSO2_ITEM_DESC_random_key_16_gauss,random_key_16_gauss,default,randomboxkey,item,item,-1,0,0,0,2,1,5,0,0,0,none,none,0,0,,,,0
55008,#CSO2_ITEM_NAME_random_key_17_1111,#CSO2_ITEM_DESC_random_key_17_1111,random_key_17_1111,default,randomboxkey,item,item,-1,0,0,0,2,1,5,0,0,0,none,none,0,0,,,,0
60001,#CSO2_ITEM_NAME_CARRIE_CARD,#CSO2_ITEM_DESC_CARRIE_CARD,item_card_carrie,default,item,class,card,10,0,36|57|65,0,0,1,5,0,0,0,1,none,0,0,,,,0
60002,#CSO2_ITEM_NAME_VIPER_CARD,#CSO2_ITEM_DESC_VIPER_CARD,item_card_viper,default,item,class,card,10,0,36|57|65,0,0,1,5,0,0,0,1,none,0,0,,,,0
60003,#CSO2_ITEM_NAME_TAMMY_CARD,#CSO2_ITEM_DESC_TAMMY_CARD,item_card_tammy,default,item,class,card,10,0,36|57|65,0,0,1,5,0,0,0,1,none,0,0,,,,0
60004,#CSO2_ITEM_NAME_EMMA_CARD,#CSO2_ITEM_DESC_EMMA_CARD,item_card_emma,default,item,class,card,10,0,36|57|65,0,0,1,5,0,0,0,1,none,0,0,,,,0
70001,VEHICLE_JEEP,VEHICLE_JEEP,vehicle_jeep,default,item,vehicle,car,-1,0,0,0,3,0,5,0,0,0,none,none,0,0,,,,0
80000,#CSO2_ITEM_NAME_AMMO_PISTOL,#CSO2_ITEM_DESC_AMMO_PISTOL,ammo_pistol,default,item,ammo,pistol,-1,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
80001,#CSO2_ITEM_NAME_AMMO_SHOTGUN,#CSO2_ITEM_DESC_AMMO_SHOTGUN,ammo_shotgun,default,item,ammo,shotgun,-1,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
80002,#CSO2_ITEM_NAME_AMMO_SMG,#CSO2_ITEM_DESC_AMMO_SMG,ammo_smg,default,item,ammo,smg,-1,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
80003,#CSO2_ITEM_NAME_AMMO_RIFLE,#CSO2_ITEM_DESC_AMMO_RIFLE,ammo_rifle,default,item,ammo,rifle,-1,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
80004,#CSO2_ITEM_NAME_AMMO_SNIP,#CSO2_ITEM_DESC_AMMO_SNIP,ammo_snipe,default,item,ammo,snipe,-1,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
80005,#CSO2_ITEM_NAME_AMMO_MACH,#CSO2_ITEM_DESC_AMMO_MACH,ammo_mg,default,item,ammo,mg,-1,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
80006,#CSO2_ITEM_NAME_AMMO_EXPLOSIVE,#CSO2_ITEM_DESC_AMMO_EXPLOSIVE,ammo_explosive,default,item,ammo,explosive,-1,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
80100,#CSO2_ITEM_NAME_CONSUMABLE_KEVLARSUIT,#CSO2_ITEM_DESC_CONSUMABLE_KEVLARSUIT,consumable_kevlarsuit,default,item,consumable,kevlar,-1,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
80101,#CSO2_ITEM_NAME_CONSUMABLE_FIRSTAID,#CSO2_ITEM_DESC_CONSUMABLE_FIRSTAID,consumable_firstaid,default,item,consumable,firstaid,-1,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
80102,#CSO2_ITEM_NAME_CONSUMABLE_LEGHOLDTRAP,#CSO2_ITEM_DESC_CONSUMABLE_LEGHOLDTRAP,consumable_legholdtrap,default,item,consumable,trap,-1,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
80103,#CSO2_ITEM_NAME_INSTANT_BACKPACK,#CSO2_ITEM_DESC_INSTANT_BACKPACK,instant_backpack_lv1,default,item,instant,backpack,13,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
80104,#CSO2_ITEM_NAME_INSTANT_BACKPACK,#CSO2_ITEM_DESC_INSTANT_BACKPACK,instant_backpack_lv2,default,item,instant,backpack,13,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
80105,#CSO2_ITEM_NAME_INSTANT_BACKPACK,#CSO2_ITEM_DESC_INSTANT_BACKPACK,instant_backpack_lv3,default,item,instant,backpack,13,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
90001,#CSO2_ITEM_NAME_COUPON_01_TEST,#CSO2_ITEM_DESC_COUPON_01_TEST,coupon_01,default,bigmallsubscribe,item,item,-1,0,0,0,2,1,5,0,0,0,none,none,0,0,,,,0
90002,#CSO2_ITEM_NAME_EXCHANGE_TICKET_01_TEST,#CSO2_ITEM_DESC_EXCHANGE_TICKET_01_TEST,exchange_ticket_01,default,bigmallexchange,item,item,-1,0,0,0,2,1,5,0,0,0,none,none,0,0,,,,0
90003,#CSO2_ITEM_NAME_CHOI_TICKET,#CSO2_ITEM_DESC_CHOI_TICKET,choi_ticket,default,couponexchange,item,item,-1,0,0,1,2,2,0,0,0,0,none,none,0,0,,,,0
90004,#CSO2_ITEM_NAME_yuri_TICKET,#CSO2_ITEM_DESC_yuri_TICKET,yuri_ticket,default,couponexchange,item,item,-1,0,0,1,2,2,0,0,0,0,none,none,0,0,,,,0
90005,#CSO2_ITEM_NAME_battle_fund_receiver,#CSO2_ITEM_DESC_battle_fund_receiver,matchfunditem,default,matchfunditem,item,item,-1,0,0,1,2,2,0,0,0,0,none,none,0,0,,,,0
91101,#CSO2_ITEM_NAME_SUB_HMZ,#CSO2_ITEM_DESC_SUB_HMZ,sub_hmz,default,bigmallsubscribe,item,item,-1,0,0,0,2,1,5,0,0,0,none,none,0,0,,,,0
91102,#CSO2_ITEM_NAME_SUB_PC,#CSO2_ITEM_DESC_SUB_PC,sub_pc,default,bigmallsubscribe,item,item,-1,0,0,0,2,1,5,0,0,0,none,none,0,0,,,,0
91103,#CSO2_ITEM_NAME_SUB_CANADA,#CSO2_ITEM_DESC_SUB_CANADA,sub_canada,default,bigmallsubscribe,item,item,-1,0,0,0,2,1,5,0,0,0,none,none,0,0,,,,0
91104,#CSO2_ITEM_NAME_SUB_TISSOT,#CSO2_ITEM_DESC_SUB_TISSOT,sub_tissot,default,bigmallsubscribe,item,item,-1,0,0,0,2,1,5,0,0,0,none,none,0,0,,,,0
91105,#CSO2_ITEM_NAME_SUB_CANNON,#CSO2_ITEM_DESC_SUB_CANNON,sub_cannon,default,bigmallsubscribe,item,item,-1,0,0,0,2,1,5,0,0,0,none,none,0,0,,,,0
91106,#CSO2_ITEM_NAME_SUB_IPAD,#CSO2_ITEM_DESC_SUB_IPAD,sub_ipad,default,bigmallsubscribe,item,item,-1,0,0,0,2,1,5,0,0,0,none,none,0,0,,,,0
91107,#CSO2_ITEM_NAME_SUB_BIKE,#CSO2_ITEM_DESC_SUB_BIKE,sub_bike,default,bigmallsubscribe,item,item,-1,0,0,0,2,1,5,0,0,0,none,none,0,0,,,,0
91108,#CSO2_ITEM_NAME_SUB_RAZOR,#CSO2_ITEM_DESC_SUB_RAZOR,sub_razor,default,bigmallsubscribe,item,item,-1,0,0,0,2,1,5,0,0,0,none,none,0,0,,,,0
91109,#CSO2_ITEM_NAME_SUB_DRDRE,#CSO2_ITEM_DESC_SUB_DRDRE,sub_drdre,default,bigmallsubscribe,item,item,-1,0,0,0,2,1,5,0,0,0,none,none,0,0,,,,0
91110,#CSO2_ITEM_NAME_SUB_VIPS,#CSO2_ITEM_DESC_SUB_VIPS,sub_vips,default,bigmallsubscribe,item,item,-1,0,0,0,2,1,5,0,0,0,none,none,0,0,,,,0
91111,#CSO2_ITEM_NAME_SUB_DEP_STORE_50000,#CSO2_ITEM_DESC_SUB_DEP_STORE_50000,sub_dep_store_50000,default,bigmallsubscribe,item,item,-1,0,0,0,2,1,5,0,0,0,none,none,0,0,,,,0
91112,#CSO2_ITEM_NAME_SUB_KFC,#CSO2_ITEM_DESC_SUB_KFC,sub_kfc,default,bigmallsubscribe,item,item,-1,0,0,0,2,1,5,0,0,0,none,none,0,0,,,,0
91113,#CSO2_ITEM_NAME_SUB_CULTURE_5000,#CSO2_ITEM_DESC_SUB_CULTURE_5000,sub_culture_5000,default,bigmallsubscribe,item,item,-1,0,0,0,2,1,5,0,0,0,none,none,0,0,,,,0
91114,#CSO2_ITEM_NAME_SUB_CUPRAMEN,#CSO2_ITEM_DESC_SUB_CUPRAMEN,sub_cupramen,default,bigmallsubscribe,item,item,-1,0,0,0,2,1,5,0,0,0,none,none,0,0,,,,0
91115,#CSO2_ITEM_NAME_SUB_NEXONCASH5000,#CSO2_ITEM_DESC_SUB_NEXONCASH5000,sub_nexoncash5000,default,bigmallsubscribe,item,item,-1,0,0,0,2,1,5,0,0,0,none,none,0,0,,,,0
91116,#CSO2_ITEM_NAME_SUB_GASH1000,#CSO2_ITEM_DESC_SUB_GASH1000,sub_gash1000,default,bigmallsubscribe,item,item,-1,0,0,0,2,1,5,0,0,0,none,none,0,0,,,,0
